"timestamp","ip","protocol","port","hostname","tag","version","asn","geo","region","city","naics","sic","ok","name","cluster_name","status","build_hash","build_timestamp","build_snapshot","lucene_version","tagline","sector"
"2018-03-24 03:46:10","119.17.200.32","tcp",9200,"static.netnam.vn","elasticsearch","5.2.2",24173,"VN","HA NOI","HANOI",0,0,,"mNX6DaS","elasticsearch",,"f9d9b74",,"false","6.4.1","You Know, for Search","Communications"
"2018-03-24 03:46:10","45.122.221.227","tcp",9200,,"elasticsearch","5.4.1",56150,"VN","HA NOI","HANOI",0,0,,"H0t7es2","elasticsearch",,"2cfe0df",,"false","6.5.1","You Know, for Search","Communications"
"2018-03-24 03:46:54","14.225.3.47","tcp",9200,,"elasticsearch","5.6.6",45899,"VN","HA NOI","HANOI",0,0,,"GRkhswa","elasticsearch",,"7d99d36",,"false","6.6.1","You Know, for Search","Communications"
"2018-03-24 03:46:56","14.186.171.17","tcp",9200,"static.vnpt.vn","elasticsearch","5.6.8",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"8pSg0Wf","elasticsearch",,"688ecce",,"false","6.6.1","You Know, for Search","Communications"
"2018-03-24 03:46:59","203.162.123.163","tcp",9200,"static.vnpt.vn","elasticsearch","1.7.2",45899,"VN","HA NOI","HANOI",0,0,,"Absorbing Man","elasticsearch",200,"e43676b1385b8125d647f593f7202acbd816e8ec","2015-09-14T09:49:53Z","false","4.10.4","You Know, for Search","Communications"
"2018-03-24 03:47:00","146.196.65.192","tcp",9200,,"elasticsearch","6.1.2",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"node-1","tima_logging",,"5b1fea5",,"false","7.1.0","You Know, for Search","Information Technology"
"2018-03-24 03:47:06","113.161.98.41","tcp",9200,"static.vnpt.vn","elasticsearch","2.4.1",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"Llyra","elasticsearch",,"c67dc32e24162035d18d6fe1e952c4cbcbe79d16","2016-09-27T18:57:55Z","false","5.5.2","You Know, for Search","Communications"
"2018-03-24 03:47:56","210.245.93.68","tcp",9200,,"elasticsearch","2.4.0",18403,"VN","HA NOI","HANOI",518111,737401,,"Misfit","elasticsearch",,"ce9f0c7394dee074091dd1bc4e9469251181fc55","2016-08-29T09:14:17Z","false","5.5.2","You Know, for Search","Communications"
"2018-03-24 03:48:00","45.124.95.103","tcp",9200,,"elasticsearch","5.4.1",45899,"VN","HA NOI","HANOI",0,0,,"CKcIHZ1","elasticsearch",,"2cfe0df",,"false","6.5.1","You Know, for Search","Communications"
"2018-03-24 03:48:24","103.69.194.133","tcp",9200,,"elasticsearch","1.4.5",135905,"VN","HA NOI","HANOI",0,0,,"Carmilla Black","graylog",200,"2aaf797f2a571dcb779a3b61180afe8390ab61f9","2015-04-27T08:06:06Z","false","4.10.4","You Know, for Search","Communications"
"2018-03-24 03:48:28","103.68.82.78","tcp",9200,,"elasticsearch","2.3.1",45538,"VN","HA NOI","HANOI",0,0,,"node-1","my-application",,"bd980929010aef404e7cb0843e61d0665269fc39","2016-04-04T12:25:05Z","false","5.5.0","You Know, for Search","Communications"
"2018-03-24 03:48:34","101.96.97.224","tcp",9200,"ci96.97-224.netnam.vn","elasticsearch","6.2.2",24173,"VN","HA NOI","HANOI",0,0,,"20181-elasticsearch","syslog-ng",,"10b1edd",,"false","7.2.1","You Know, for Search","Communications"
"2018-03-24 03:48:50","203.162.13.34","tcp",9200,"static.vnpt.vn","elasticsearch","2.4.6",45899,"VN","HA NOI","HANOI",0,0,,"node-1","g0s-development",,"5376dca9f70f3abef96a77f4bb22720ace8240fd","2017-07-18T12:17:44Z","false","5.5.4","You Know, for Search","Communications"
"2018-03-24 03:49:05","123.30.177.138","tcp",9200,"static.vnpt.vn","elasticsearch","6.1.1",45899,"VN","HA NOI","HANOI",0,0,,"rnMeSpY","YoData",,"bd92e7f",,"false","7.1.0","You Know, for Search","Communications"
