timestamp,ip,asn,geo,url,type,http_agent,tor,src_port,p0f_genre,p0f_detail,hostname,dst_port,http_host,http_referer,http_referer_ip,http_referer_asn,http_referer_geo,dst_ip,dst_asn,dst_geo,naics,sic,http_referer_naics,http_referer_sic,sector,ssl_cipher,application,version
3/25/2018 0:30,113.184.239.237,45899,VN,/data/update.exe,andromeda-b66,,,49258,,,,80,last-time.ru,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:30,123.23.133.214,45899,VN,/products/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),,27374,,,,80,produkktc.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:31,115.74.206.127,7552,VN,/bla31/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),,49819,,,,80,and31.amainwrorldnancy4.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:31,42.112.94.42,18403,VN,/bla12/gate.php,andromeda-b66,Mozilla/4.0,,44076,,,,80,and12.thesuchivestfishmarketeat111.com,,,,,104.42.225.122,8075,US,518111,737401,,,Communications,,,
3/25/2018 0:31,123.20.42.77,45899,VN,/help.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; InfoPath.2),,49180,,,,80,dghfhfgjfhjghj6699.net,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:31,14.167.3.207,45899,VN,/products/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),,49182,,,,80,produkktc.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:31,14.164.106.99,45899,VN,/bla08/gate.php,andromeda-b66,Mozilla/4.0,,1069,,,,80,and4.junglebeariwtc1.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:32,113.186.27.7,45899,VN,/bla13/gate.php,andromeda-b66,Mozilla/4.0,,49162,,,,80,and13.dexterwasanicemoviesz1.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:32,42.117.204.143,18403,VN,/bla19/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),,49200,,,,80,and19.amainwrorldnancy1.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:32,14.240.232.153,45899,VN,/bla08/gate.php,andromeda-b66,Mozilla/4.0,,1214,,,,80,and4.junglebeariwtc1.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
