timestamp,ip,protocol,port,hostname,tag,asn,geo,region,city,naics,sic,programs,mountd_port,exports,sector
3/24/2018 3:14,125.235.29.16,udp,111,125.235.29.16.adsl.viettel.vn,portmapper,7552,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 52437/udp; 100024 1 50916/udp;,,,Communications
3/24/2018 3:14,115.165.166.20,udp,111,,portmapper,38733,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp;,,,Communications
3/24/2018 3:14,202.92.5.207,udp,111,,portmapper,45899,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 50004/udp; 100024 1 46573/udp;,,,Communications
3/24/2018 3:14,45.122.220.235,udp,111,,portmapper,56150,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp;,,,Communications
3/24/2018 3:14,125.253.126.212,udp,111,,portmapper,45538,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 48391/udp; 100024 1 44408/udp;,,,Communications
3/24/2018 3:14,103.28.36.150,udp,111,,portmapper,131353,VN,HA NOI,HANOI,0,0,100000 2 111/udp; 100000 2 111/udp; 100024 1 720/udp; 100024 1 723/udp;,,,Communications
3/24/2018 3:14,103.28.36.177,udp,111,,portmapper,131353,VN,HA NOI,HANOI,0,0,100000 2 111/udp; 100000 2 111/udp; 100024 1 620/udp; 100024 1 623/udp;,,,Communications
3/24/2018 3:14,113.61.111.211,udp,111,,portmapper,38738,VN,HA NOI,HANOI,0,0,100000 2 111/udp; 100000 2 111/udp; 100024 1 964/udp; 100024 1 967/udp;,,,Communications
3/24/2018 3:14,103.92.25.50,udp,111,,portmapper,135915,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 57580/udp; 100024 1 59972/udp;,,,Communications
3/24/2018 3:14,27.118.26.168,udp,111,iclnm.suvener.com,portmapper,55313,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 58155/udp; 100024 1 46371/udp;,,,Communications
3/24/2018 3:14,222.255.167.113,udp,111,static.vnpt.vn,portmapper,45899,VN,DA NANG,DA NANG,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 42589/udp; 100024 1 55100/udp;,,,Communications
3/24/2018 3:14,103.68.81.78,udp,111,,portmapper,45538,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 43222/udp; 100024 1 57495/udp;,,,Communications
3/24/2018 3:14,118.69.168.215,udp,111,,portmapper,18403,VN,HA NOI,HANOI,518111,737401,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100005 3 38465/udp; 100005 1 38466/udp; 100003 3 2049/udp; 100024 1 54832/udp; 100024 1 50679/udp; 100021 4 38468/udp; 100021 1 792/udp; 100227 3 2049/udp; 100021 1 44397/udp;,,,Communications
